day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,1
2,1,1,0,0,-1,1,0,0,0,0,-1,2,2,2,0,0,-1,0,1,1,0,0,6,1,2,2,0,0,-1,0,0,0,0,0,-1,2,2,1,0,0,-1,0,0,0,0,0,-1,2,0,0,0,0,-1,2
3,1,1,1,0,-1,1,0,0,0,0,-1,3,3,3,0,0,-1,0,1,1,0,0,6,2,3,3,0,0,-1,0,0,0,0,0,-1,3,2,1,1,0,-1,0,0,0,0,0,-1,3,0,0,1,0,-1,2
4,2,2,1,0,-1,1,0,0,0,0,-1,4,4,4,0,0,-1,0,1,1,0,0,6,3,3,3,1,1,-1,0,1,1,0,0,-1,3,3,2,1,0,-1,0,0,0,0,0,-1,4,0,0,1,0,-1,3
5,2,2,1,0,-1,2,0,0,0,0,-1,5,4,4,0,0,-1,1,1,1,0,0,6,4,3,3,1,1,-1,1,1,1,0,0,-1,4,4,3,1,0,-1,0,1,1,0,0,-1,4,1,1,1,0,-1,3
6,3,3,1,0,-1,2,1,1,0,0,-1,5,4,4,1,1,-1,1,1,1,0,0,6,5,3,3,1,1,-1,2,1,1,0,0,-1,5,5,4,1,0,-1,0,1,1,0,0,-1,5,2,2,1,0,-1,3
7,3,3,1,0,-1,3,1,1,0,0,-1,6,5,5,1,1,-1,1,1,1,0,0,6,6,3,3,2,2,-1,2,2,2,0,0,-1,5,6,5,1,0,-1,0,2,2,0,0,-1,5,2,2,1,0,-1,4
8,4,4,1,0,-1,3,1,1,0,0,-1,7,6,6,1,1,-1,1,1,1,1,0,6,6,4,4,2,2,-1,2,2,2,0,0,-1,6,6,5,1,0,-1,1,2,2,0,0,-1,6,2,2,1,0,-1,5
9,5,5,1,0,-1,3,1,1,0,0,-1,8,7,7,1,1,-1,1,1,1,2,0,6,6,4,4,2,2,-1,3,3,3,0,0,-1,6,7,6,1,0,-1,1,2,2,0,0,-1,7,2,2,1,0,-1,6
10,6,5,1,0,-1,3,1,1,0,0,-1,9,7,7,1,1,-1,2,1,1,2,0,6,7,4,4,2,2,-1,4,3,3,0,0,-1,7,8,7,1,0,-1,1,2,2,0,0,-1,8,2,2,1,0,-1,7
11,7,6,1,0,-1,3,1,1,0,0,-1,10,7,7,1,1,-1,3,1,1,2,0,6,8,5,5,2,2,-1,4,4,4,0,0,-1,7,8,7,1,0,-1,2,2,2,1,0,-1,8,2,2,2,0,-1,7
12,7,6,1,0,-1,4,1,1,0,0,-1,11,8,8,1,1,-1,3,1,1,2,0,6,9,5,5,3,3,-1,4,5,5,0,0,7,7,8,7,2,0,-1,2,3,2,1,0,-1,8,2,2,2,0,-1,8
13,7,6,2,1,-1,4,1,1,0,0,2,12,9,8,1,1,-1,3,1,1,2,0,6,10,5,5,4,3,-1,4,5,5,0,0,7,8,8,7,2,0,-1,3,4,3,1,0,-1,8,2,2,2,0,-1,9
14,7,6,2,1,-1,5,1,1,0,0,2,13,9,8,1,1,-1,4,1,1,3,0,6,10,5,5,5,4,-1,4,5,5,0,0,7,9,8,7,2,0,-1,4,4,3,1,0,-1,9,2,2,2,0,-1,10
15,7,6,2,1,-1,6,1,1,0,0,2,14,10,9,1,1,-1,4,1,1,3,0,6,11,6,6,5,4,-1,4,5,5,0,0,7,10,8,7,3,0,7,4,5,3,1,0,-1,9,2,2,2,0,-1,11
16,8,7,2,1,-1,6,1,1,0,0,2,15,10,9,1,1,-1,5,1,1,3,0,6,12,6,6,5,4,-1,5,5,5,0,0,7,11,8,7,3,0,7,5,6,4,1,0,-1,9,2,2,3,0,-1,11
17,8,7,2,1,-1,7,1,1,0,0,2,16,11,9,1,1,-1,5,1,1,4,0,6,12,6,6,5,4,-1,6,6,6,0,0,7,11,8,7,3,0,7,6,7,5,1,0,-1,9,2,2,3,0,-1,12
18,9,8,2,1,-1,7,1,1,0,0,2,17,11,9,2,1,7,5,1,1,4,0,6,13,6,6,5,4,-1,7,6,6,0,0,7,12,8,7,3,0,7,7,8,5,1,0,-1,9,2,2,3,0,-1,13
19,10,8,2,1,-1,7,1,1,0,0,2,18,11,9,3,2,7,5,1,1,4,0,6,14,6,6,5,4,-1,8,6,6,1,1,7,12,8,7,3,0,7,8,8,5,1,0,0,10,2,2,3,0,-1,14
20,11,9,2,1,-1,7,1,1,1,0,2,18,11,9,4,2,7,5,1,1,5,0,6,14,7,7,5,4,-1,8,6,6,1,1,7,13,8,7,3,0,7,9,8,5,2,0,0,10,2,2,3,0,-1,15
21,12,10,2,1,-1,7,1,1,1,0,2,19,11,9,5,3,7,5,1,1,5,0,6,15,8,8,5,4,-1,8,6,6,2,2,7,13,8,7,3,0,7,10,8,5,2,0,0,11,3,3,3,0,-1,15
22,13,11,2,1,-1,7,1,1,1,0,2,20,11,9,5,3,7,6,1,1,6,0,6,15,8,8,6,4,-1,8,6,6,2,2,7,14,8,7,3,0,7,11,8,5,2,0,0,12,3,3,3,0,-1,16
23,14,12,2,1,8,7,1,1,2,0,2,20,12,9,5,3,7,6,1,1,7,0,6,15,8,8,6,4,-1,9,6,6,2,2,7,15,8,7,3,0,7,12,8,5,3,0,0,12,4,3,3,0,-1,16
24,14,12,2,1,8,8,1,1,2,0,2,21,12,9,6,4,7,6,1,1,7,0,6,16,8,8,6,4,-1,10,6,6,2,2,7,16,8,7,4,1,7,12,8,5,4,0,0,12,4,3,3,0,-1,17
25,14,12,2,1,8,9,1,1,2,0,2,22,12,9,7,4,7,6,1,1,8,0,6,16,9,9,6,4,-1,10,6,6,2,2,7,17,8,7,4,1,7,13,8,5,4,0,0,13,5,4,3,0,-1,17
26,14,12,2,1,8,10,1,1,2,0,2,23,12,9,7,4,7,7,1,1,9,0,6,16,9,9,6,4,-1,11,6,6,2,2,7,18,8,7,4,1,7,14,8,5,4,0,0,14,5,4,4,1,-1,17
27,14,12,2,1,8,11,1,1,2,0,2,24,12,9,7,4,7,8,1,1,10,0,6,16,9,9,6,4,-1,12,6,6,2,2,7,19,8,7,4,1,7,15,8,5,4,0,0,15,5,4,5,1,-1,17
28,14,12,2,1,8,12,1,1,3,1,2,24,13,9,7,4,7,8,1,1,10,0,6,17,9,9,6,4,-1,13,6,6,2,2,7,20,8,7,4,1,7,16,8,5,4,0,0,16,5,4,5,1,-1,18
