day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,1,0,0,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,1,1,-1,0,1,1,0,0,-1,0
2,2,0,0,0,-1,0,0,0,1,0,0,1,2,2,0,0,-1,0,0,0,0,0,-1,2,1,1,0,0,-1,1,1,1,1,1,-1,0,2,2,0,0,-1,0,0,0,2,2,-1,0,2,2,0,0,-1,0
3,2,0,0,0,-1,1,0,0,2,0,0,1,2,2,0,0,-1,1,0,0,0,0,-1,3,1,1,0,0,-1,2,1,1,2,1,-1,0,3,3,0,0,-1,0,0,0,2,2,-1,1,2,2,0,0,-1,1
4,2,0,0,0,-1,2,0,0,2,0,0,2,2,2,0,0,-1,2,0,0,1,0,-1,3,1,1,0,0,-1,3,1,1,2,1,-1,1,3,3,1,0,-1,0,0,0,2,2,-1,2,2,2,0,0,-1,2
5,2,0,1,1,-1,2,0,0,3,1,0,2,3,3,0,0,-1,2,0,0,1,0,-1,4,1,1,0,0,-1,4,1,1,2,1,-1,2,4,4,1,0,-1,0,0,0,2,2,-1,3,2,2,0,0,-1,3
6,2,0,1,1,-1,3,0,0,4,1,0,2,3,3,0,0,-1,3,0,0,2,1,-1,4,1,1,0,0,-1,5,1,1,3,1,-1,2,5,5,1,0,-1,0,0,0,2,2,-1,4,2,2,0,0,-1,4
7,3,0,1,1,-1,3,0,0,4,1,0,3,3,3,0,0,0,4,1,1,2,1,-1,4,1,1,0,0,-1,6,1,1,3,1,-1,3,6,6,1,0,-1,0,0,0,2,2,-1,5,3,3,0,0,-1,4
8,3,0,1,1,-1,4,0,0,4,1,0,4,3,3,1,0,0,4,1,1,2,1,-1,5,2,2,0,0,-1,6,1,1,3,1,-1,4,7,7,1,0,-1,0,1,1,2,2,-1,5,3,3,0,0,-1,5
9,3,0,1,1,-1,5,1,0,4,1,0,4,3,3,1,0,0,5,1,1,3,2,-1,5,2,2,0,0,-1,7,2,2,3,1,-1,4,7,7,1,0,-1,1,1,1,2,2,-1,6,4,4,0,0,-1,5
10,3,0,2,1,-1,5,1,0,4,1,0,5,4,4,1,0,0,5,1,1,4,2,-1,5,2,2,0,0,-1,8,3,3,3,1,-1,4,7,7,1,0,-1,2,1,1,3,3,-1,6,5,5,0,0,-1,5
11,3,0,3,1,-1,5,1,0,4,1,0,6,4,4,1,0,0,6,2,2,4,2,-1,5,2,2,0,0,-1,9,3,3,3,1,-1,5,7,7,2,0,-1,2,1,1,3,3,-1,7,5,5,1,1,-1,5
12,4,1,3,1,5,5,1,0,4,1,0,7,4,4,2,0,0,6,2,2,4,2,-1,6,2,2,0,0,-1,10,4,3,3,1,-1,5,7,7,2,0,-1,3,1,1,3,3,-1,8,5,5,1,1,-1,6
13,4,1,3,1,5,6,1,0,5,1,0,7,4,4,2,0,0,7,2,2,4,2,-1,7,3,3,0,0,-1,10,4,3,3,1,-1,6,8,8,2,0,-1,3,1,1,3,3,-1,9,5,5,1,1,-1,7
14,4,1,3,1,5,7,1,0,5,1,0,8,4,4,2,0,0,8,2,2,4,2,-1,8,3,3,0,0,-1,11,4,3,3,1,-1,7,9,9,2,0,-1,3,1,1,3,3,-1,10,6,6,1,1,-1,7
15,4,1,3,1,5,8,1,0,6,1,0,8,4,4,2,0,0,9,3,2,4,2,-1,8,4,4,0,0,-1,11,4,3,4,1,3,7,9,9,2,0,-1,4,1,1,3,3,-1,11,7,7,1,1,-1,7
16,4,1,4,1,5,8,1,0,6,1,0,9,4,4,2,0,0,10,3,2,5,2,-1,8,5,5,0,0,-1,11,4,3,4,1,3,8,9,9,3,0,-1,4,2,2,3,3,-1,11,7,7,1,1,-1,8
17,5,2,4,1,5,8,1,0,6,1,0,10,4,4,2,0,0,11,4,3,5,2,-1,8,5,5,0,0,-1,12,4,3,4,1,3,9,10,10,3,0,-1,4,2,2,3,3,-1,12,7,7,1,1,-1,9
18,5,2,4,1,5,9,1,0,6,1,0,11,4,4,3,0,0,11,5,4,5,2,-1,8,6,6,0,0,-1,12,4,3,5,1,3,9,10,10,3,0,-1,5,2,2,3,3,-1,13,8,8,1,1,-1,9
