day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,0,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,0,0,0,0,-1,1
2,1,1,1,0,-1,0,0,0,0,0,-1,2,0,0,0,0,-1,2,0,0,0,0,-1,2,1,1,0,0,-1,1,1,1,0,0,-1,1,0,0,0,0,-1,2,2,2,0,0,-1,0,0,0,0,0,-1,2
3,2,2,1,0,-1,0,0,0,0,0,-1,3,0,0,0,0,-1,3,0,0,0,0,-1,3,1,1,0,0,-1,2,1,1,0,0,-1,2,0,0,0,0,-1,3,3,3,0,0,-1,0,0,0,1,0,-1,2
4,3,3,1,0,-1,0,0,0,0,0,-1,4,0,0,0,0,-1,4,0,0,0,0,-1,4,1,1,1,0,-1,2,1,1,0,0,-1,3,0,0,0,0,-1,4,3,3,0,0,-1,1,0,0,1,0,-1,3
5,3,3,1,0,-1,1,0,0,0,0,-1,5,0,0,0,0,-1,5,0,0,0,0,-1,5,1,1,1,0,-1,3,1,1,0,0,-1,4,0,0,0,0,-1,5,3,3,0,0,-1,2,1,1,1,0,-1,3
6,3,3,1,0,-1,2,1,1,0,0,-1,5,0,0,0,0,-1,6,0,0,0,0,-1,6,2,2,1,0,-1,3,1,1,0,0,-1,5,0,0,0,0,-1,6,3,3,0,0,-1,3,1,1,1,0,-1,4
7,3,3,1,0,-1,3,2,2,0,0,-1,5,0,0,1,1,-1,6,0,0,0,0,-1,7,2,2,2,0,-1,3,1,1,0,0,-1,6,1,1,0,0,-1,6,4,4,0,0,-1,3,1,1,1,0,-1,5
8,3,3,1,0,-1,4,2,2,1,1,-1,5,0,0,1,1,-1,7,1,1,0,0,-1,7,3,3,2,0,-1,3,1,1,0,0,-1,7,1,1,0,0,-1,7,4,4,0,0,-1,4,2,2,1,0,-1,5
9,3,3,1,0,-1,5,2,2,1,1,-1,6,1,1,1,1,-1,7,2,2,0,0,-1,7,3,3,2,0,-1,4,1,1,1,1,-1,7,2,2,0,0,-1,7,4,4,0,0,-1,5,2,2,2,0,-1,5
10,4,4,1,0,-1,5,2,2,1,1,-1,7,1,1,2,2,-1,7,2,2,0,0,-1,8,3,3,2,0,-1,5,2,2,1,1,-1,7,2,2,0,0,-1,8,4,4,0,0,-1,6,2,2,2,0,-1,6
11,5,5,1,0,-1,5,2,2,1,1,-1,8,1,1,3,2,-1,7,2,2,0,0,-1,9,3,3,2,0,-1,6,2,2,1,1,-1,8,2,2,1,0,-1,8,4,4,1,1,-1,6,2,2,2,0,-1,7
12,6,6,1,0,-1,5,2,2,1,1,-1,9,2,2,3,2,-1,7,2,2,0,0,-1,10,3,3,2,0,-1,7,2,2,1,1,-1,9,2,2,1,0,-1,9,4,4,1,1,-1,7,3,3,2,0,-1,7
13,7,7,1,0,-1,5,3,3,1,1,-1,9,3,3,3,2,-1,7,2,2,0,0,-1,11,3,3,3,0,-1,7,2,2,1,1,-1,10,2,2,2,1,-1,9,5,5,1,1,-1,7,4,4,2,0,-1,7
14,8,7,1,0,-1,5,3,3,2,1,0,9,3,3,3,2,-1,8,2,2,1,0,-1,11,3,3,3,0,-1,8,2,2,1,1,-1,11,3,3,2,1,-1,9,5,5,2,1,-1,7,4,4,2,0,-1,8
15,9,8,1,0,-1,5,3,3,2,1,0,10,3,3,3,2,-1,9,2,2,1,0,-1,12,4,4,3,0,-1,8,2,2,1,1,-1,12,3,3,2,1,-1,10,5,5,3,1,-1,8,4,4,2,0,-1,9
16,10,9,1,0,-1,5,3,3,2,1,0,11,3,3,3,2,-1,10,2,2,2,0,-1,12,5,5,3,0,-1,9,2,2,2,1,-1,12,3,3,2,1,-1,11,6,6,3,2,-1,9,6,6,2,0,-1,9
17,11,10,1,0,-1,5,3,3,2,1,0,12,3,3,4,3,-1,10,2,2,3,1,-1,12,5,5,3,0,-1,11,3,3,2,1,-1,12,3,3,2,1,-1,12,8,7,3,2,-1,9,6,6,2,0,-1,11
18,12,11,1,0,8,5,3,3,4,1,0,12,3,3,5,4,-1,10,2,2,4,2,-1,13,6,6,3,0,-1,12,3,3,2,1,-1,13,4,4,2,1,-1,13,9,9,3,2,-1,10,7,6,2,0,-1,11
19,12,11,2,0,8,5,3,3,4,1,0,14,4,3,5,4,-1,10,3,3,4,2,-1,13,6,6,3,0,2,13,4,4,2,1,-1,13,4,4,2,1,-1,14,10,10,3,2,-1,10,7,6,2,0,-1,12
20,12,11,3,0,8,6,3,3,4,1,0,16,4,3,5,4,-1,12,3,3,4,2,-1,14,6,6,3,0,2,14,4,4,2,1,-1,15,4,4,2,1,-1,15,10,10,3,2,-1,11,7,6,3,1,-1,12
