day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,1,0,-1,0
2,0,0,1,0,-1,1,1,1,0,0,-1,1,1,1,0,0,-1,1,0,0,0,0,-1,2,1,1,1,0,-1,0,2,2,0,0,-1,0,2,2,0,0,-1,0,0,0,0,0,-1,2,0,0,1,0,-1,1
3,1,0,1,0,-1,1,1,1,0,0,0,2,1,1,0,0,-1,2,0,0,0,0,-1,3,1,1,1,0,-1,1,2,2,1,0,-1,0,3,3,0,0,-1,0,0,0,0,0,-1,3,0,0,2,1,-1,1
4,1,0,1,0,-1,2,1,1,0,0,0,3,1,1,0,0,-1,3,0,0,0,0,-1,4,1,1,1,0,-1,2,2,2,1,0,-1,1,4,4,0,0,-1,0,0,0,0,0,-1,4,1,1,2,1,-1,1
5,1,0,1,0,-1,3,1,1,0,0,0,4,1,1,0,0,-1,4,0,0,0,0,-1,5,1,1,1,0,-1,3,3,3,1,0,-1,1,5,5,0,0,-1,0,0,0,0,0,-1,5,2,2,2,1,-1,1
6,1,0,1,0,8,4,1,1,0,0,8,5,1,1,0,0,-1,5,0,0,0,0,-1,6,1,1,2,0,-1,3,3,3,2,0,-1,1,6,5,0,0,-1,0,1,1,0,0,-1,5,3,2,2,1,-1,1
7,2,1,1,0,8,4,1,1,0,0,8,6,1,1,0,0,-1,6,0,0,0,0,-1,7,1,1,2,0,-1,4,4,4,2,0,-1,1,7,6,0,0,-1,0,1,1,0,0,-1,6,4,3,2,1,-1,1
8,2,1,2,0,8,4,1,1,0,0,8,7,1,1,0,0,7,7,0,0,0,0,-1,8,1,1,3,0,-1,4,4,4,2,0,-1,2,7,6,0,0,-1,1,2,1,0,0,-1,6,4,3,2,1,-1,2
9,2,1,2,0,8,5,1,1,0,0,8,8,1,1,0,0,7,8,0,0,0,0,-1,9,1,1,3,0,-1,5,4,4,2,0,-1,3,7,6,0,0,-1,2,3,2,0,0,-1,6,4,3,2,1,-1,3
10,2,1,3,0,8,5,1,1,0,0,8,9,1,1,0,0,7,9,0,0,0,0,-1,10,1,1,3,0,-1,6,4,4,2,0,-1,4,7,6,0,0,-1,3,4,3,0,0,-1,6,4,3,2,1,-1,4
11,2,1,3,0,8,6,1,1,1,0,8,9,1,1,0,0,7,10,0,0,1,0,-1,10,1,1,3,0,-1,7,4,4,3,0,-1,4,8,7,0,0,-1,3,4,3,0,0,-1,7,4,3,3,1,-1,4
12,2,1,3,0,8,7,1,1,1,0,8,10,1,1,0,0,7,11,0,0,1,0,-1,11,2,2,3,0,-1,7,4,4,4,0,-1,4,9,8,0,0,-1,3,5,4,0,0,-1,7,4,3,3,1,-1,5
13,2,1,3,0,8,8,1,1,1,0,8,11,1,1,0,0,7,12,0,0,2,0,-1,11,3,3,3,0,-1,7,4,4,5,0,-1,4,10,9,0,0,-1,3,6,5,0,0,-1,7,4,3,3,1,-1,6
14,2,1,4,0,8,8,1,1,1,0,8,12,1,1,0,0,7,13,1,1,2,0,-1,11,3,3,3,0,-1,8,5,5,5,0,6,4,11,9,0,0,-1,3,6,5,0,0,-1,8,4,3,3,1,-1,7
15,2,1,4,0,8,9,1,1,1,0,8,13,1,1,0,0,7,14,1,1,2,0,-1,12,4,4,3,0,-1,8,5,5,5,0,6,5,12,10,0,0,-1,3,6,5,1,0,-1,8,4,3,3,1,-1,8
16,2,1,4,0,8,10,1,1,1,0,8,14,1,1,1,0,7,14,1,1,2,0,4,13,5,4,3,0,-1,8,5,5,6,0,6,5,13,11,0,0,-1,3,7,6,1,0,-1,8,4,3,3,1,-1,9
17,2,1,4,0,8,11,1,1,1,0,8,15,1,1,1,0,7,15,1,1,2,0,4,14,5,4,4,0,-1,8,5,5,7,1,6,5,13,11,1,1,-1,3,8,7,1,0,-1,8,4,3,3,1,-1,10
18,2,1,4,0,8,12,1,1,1,0,8,16,1,1,1,0,7,16,1,1,2,0,4,15,6,5,4,0,-1,8,5,5,8,1,6,5,14,12,1,1,-1,3,9,8,1,0,-1,8,5,4,3,1,-1,10
19,2,1,5,0,8,12,1,1,1,0,8,17,1,1,1,0,7,17,1,1,2,0,4,16,7,6,4,0,-1,8,5,5,9,1,6,5,15,13,1,1,-1,3,9,8,2,0,-1,8,6,5,3,1,-1,10
